Attrition,OverTime,TotalWorkingYears,JobLevel,YearsInCurrentRole,MonthlyIncome,Age,YearsWithCurrManager,StockOptionLevel,YearsAtCompany,JobInvolvement,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,DistanceFromHome,WorkLifeBalance,TrainingTimesLastYear,Department,EducationField,JobRole,MaritalStatus
0,0,4,2,3,4148,31,3,1,4,3,2,1,3,1,3,1,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,0,1,0,1051,18,0,0,0,3,0,4,2,5,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,0,22,3,7,10739,54,8,1,10,3,1,3,3,17,3,2,Research & Development,Technical Degree,Manufacturing Director,Married
0,1,16,3,10,10388,35,1,1,16,3,1,3,3,25,2,3,Research & Development,Medical,Healthcare Representative,Divorced
0,1,9,3,7,11416,30,7,3,8,4,1,1,2,8,2,4,Research & Development,Life Sciences,Research Director,Married
1,1,1,1,0,2600,20,0,0,1,2,1,1,4,11,3,2,Research & Development,Medical,Research Scientist,Single
1,0,4,1,2,2422,30,2,0,3,3,2,2,2,5,3,3,Research & Development,Medical,Laboratory Technician,Single
0,0,8,2,7,5472,26,3,0,8,4,1,4,4,2,3,2,Research & Development,Medical,Manufacturing Director,Married
0,0,4,1,3,2451,22,1,1,4,1,1,1,2,8,2,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,19,2,2,4240,48,2,0,2,2,1,3,1,6,3,0,Research & Development,Life Sciences,Healthcare Representative,Single
0,0,27,3,11,10999,48,8,0,15,2,1,3,3,4,3,3,Research & Development,Life Sciences,Healthcare Representative,Single
0,0,8,2,2,5003,41,1,0,2,3,1,3,4,7,3,6,Research & Development,Medical,Manufacturing Director,Single
0,0,21,4,6,12742,39,8,1,21,2,1,4,4,1,3,3,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,4,2,2,4227,27,2,1,3,3,1,4,1,2,3,2,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,3,1,2,3917,35,2,1,3,3,1,4,2,10,2,4,Research & Development,Other,Laboratory Technician,Divorced
0,0,21,5,0,18303,42,0,0,1,3,1,3,4,5,4,3,Sales,Marketing,Manager,Married
0,0,8,1,0,2380,50,0,0,1,3,1,4,1,9,3,5,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,30,4,3,13726,59,3,0,5,2,1,4,3,2,3,4,Research & Development,Life Sciences,Manufacturing Director,Single
1,0,15,2,0,4777,37,0,0,1,1,1,2,1,11,1,2,Research & Development,Medical,Healthcare Representative,Married
0,1,17,2,7,6385,55,7,2,8,3,2,2,3,18,3,3,Research & Development,Medical,Healthcare Representative,Married
0,0,21,5,16,19973,41,10,2,21,1,0,3,2,7,3,3,Research & Development,Life Sciences,Research Director,Divorced
0,1,19,2,0,6861,38,0,0,1,3,1,4,2,3,3,1,Sales,Life Sciences,Sales Executive,Single
1,0,7,2,2,4969,26,2,0,2,1,0,1,2,29,3,6,Sales,Medical,Sales Executive,Single
1,0,33,5,14,19845,52,9,1,32,1,1,4,1,2,3,3,Sales,Marketing,Manager,Married
0,1,23,4,11,13320,44,11,1,12,4,1,4,4,28,3,2,Sales,Medical,Sales Executive,Married
0,0,19,2,7,6347,50,13,1,18,3,0,3,4,1,3,3,Sales,Life Sciences,Sales Executive,Married
1,0,18,1,13,2743,36,14,0,17,4,1,1,3,16,3,1,Research & Development,Life Sciences,Laboratory Technician,Single
0,1,21,3,6,10880,39,8,0,21,3,2,1,4,22,3,2,Research & Development,Medical,Manufacturing Director,Single
0,0,3,1,2,2342,33,2,0,2,2,0,4,2,8,2,2,Sales,Life Sciences,Sales Representative,Single
0,0,26,4,3,17650,45,1,1,9,3,1,4,4,11,4,4,Sales,Life Sciences,Manager,Married
0,0,10,1,7,4025,32,7,0,8,3,0,3,4,29,3,2,Research & Development,Medical,Laboratory Technician,Single
0,0,16,2,1,9725,34,9,1,15,4,1,4,2,1,2,2,Sales,Marketing,Sales Executive,Divorced
0,1,14,3,4,11904,59,4,1,6,3,1,4,2,1,1,1,Sales,Technical Degree,Manager,Married
0,0,6,1,3,2177,45,4,0,6,3,1,2,2,24,3,3,Human Resources,Medical,Human Resources,Single
0,0,30,3,7,7525,53,12,1,15,2,2,2,3,2,3,2,Sales,Marketing,Sales Executive,Married
1,0,9,2,0,4834,36,0,1,1,3,1,3,1,15,2,3,Research & Development,Other,Laboratory Technician,Divorced
1,1,6,1,2,2042,26,2,1,3,3,2,1,1,2,3,2,Research & Development,Life Sciences,Research Scientist,Married
0,1,1,1,1,2220,34,0,1,1,3,1,3,3,10,3,2,Sales,Life Sciences,Sales Representative,Married
0,0,1,1,0,1052,28,0,0,1,3,1,2,4,10,3,5,Sales,Medical,Sales Representative,Married
0,0,8,1,2,2821,38,2,1,2,3,2,3,3,3,3,2,Research & Development,Other,Research Scientist,Married
0,1,29,5,1,19237,50,7,1,8,3,1,3,2,2,2,2,Research & Development,Medical,Research Director,Married
0,0,8,2,3,4107,37,1,0,4,3,1,2,4,3,2,3,Research & Development,Other,Healthcare Representative,Single
0,0,8,2,7,8396,40,5,1,7,3,1,1,3,26,2,3,Sales,Marketing,Sales Executive,Married
0,0,5,1,3,2007,26,3,2,5,2,2,3,1,1,3,5,Research & Development,Medical,Research Scientist,Divorced
0,0,23,5,2,19627,46,2,2,2,3,1,4,4,1,3,0,Research & Development,Medical,Research Director,Divorced
0,0,13,3,4,10686,54,0,1,9,2,1,3,3,2,3,4,Sales,Life Sciences,Sales Executive,Married
0,0,18,1,4,2942,56,3,1,5,3,2,3,1,9,3,4,Research & Development,Medical,Research Scientist,Married
0,0,15,3,8,8858,36,8,0,14,2,1,4,4,12,2,2,Research & Development,Medical,Manufacturing Director,Single
0,0,31,4,7,16756,55,2,0,9,2,0,1,3,2,4,3,Research & Development,Medical,Manager,Single
0,0,18,3,0,10798,43,0,1,1,2,1,4,3,25,3,5,Sales,Medical,Sales Executive,Divorced
1,1,2,1,2,2323,20,2,0,2,3,2,4,4,9,3,3,Sales,Marketing,Sales Representative,Single
1,0,1,1,0,1416,21,0,0,1,2,1,1,3,10,2,6,Research & Development,Life Sciences,Laboratory Technician,Single
0,1,19,2,13,4615,46,7,3,16,2,1,1,4,8,3,2,Research & Development,Life Sciences,Research Scientist,Divorced
1,1,18,1,0,2461,51,7,3,10,3,1,3,1,4,4,2,Research & Development,Life Sciences,Research Scientist,Married
1,0,10,3,7,8722,28,9,0,10,2,0,1,2,24,2,2,Research & Development,Technical Degree,Healthcare Representative,Single
0,0,6,1,3,3955,26,3,2,5,2,1,1,1,1,3,2,Research & Development,Medical,Laboratory Technician,Married
0,0,7,2,2,9957,30,2,1,6,3,1,1,3,20,2,1,Research & Development,Other,Manufacturing Director,Married
0,0,10,1,6,3376,41,8,0,10,4,1,3,2,7,3,3,Research & Development,Technical Degree,Research Scientist,Married
0,0,20,3,9,8823,38,9,1,19,2,1,3,3,17,2,4,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,14,3,10,10322,40,1,1,11,3,1,4,1,20,3,6,Research & Development,Technical Degree,Healthcare Representative,Married
0,0,3,1,2,4621,27,2,3,3,1,0,3,1,8,3,4,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,23,3,2,10976,55,2,1,3,3,2,2,4,2,3,4,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,10,2,7,3660,28,7,0,8,3,1,3,3,10,4,4,Research & Development,Other,Research Scientist,Single
1,0,24,3,6,10482,44,6,1,20,2,1,1,2,1,3,1,Human Resources,Medical,Human Resources,Married
0,0,9,3,2,7119,33,2,1,3,2,1,4,4,5,3,2,Research & Development,Life Sciences,Healthcare Representative,Divorced
1,1,9,3,7,9582,35,7,0,8,3,1,1,4,4,3,2,Sales,Technical Degree,Sales Executive,Single
1,0,14,2,7,4508,33,8,0,13,2,2,3,1,29,3,4,Research & Development,Medical,Research Scientist,Single
0,0,4,1,2,2207,28,2,1,4,3,1,3,1,15,2,5,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,0,7,2,2,7756,34,4,0,6,3,2,4,1,3,2,1,Research & Development,Life Sciences,Healthcare Representative,Single
0,1,8,2,0,6694,37,0,3,1,2,1,4,4,10,3,5,Sales,Life Sciences,Sales Executive,Divorced
1,1,7,1,7,3691,25,6,1,7,3,1,4,4,4,4,3,Research & Development,Technical Degree,Laboratory Technician,Married
1,0,1,1,1,2377,26,0,1,1,3,1,3,1,21,2,0,Research & Development,Medical,Laboratory Technician,Divorced
1,1,5,1,2,2313,33,2,0,2,2,1,2,1,25,3,0,Research & Development,Medical,Research Scientist,Single
0,0,23,4,6,17665,42,7,1,22,3,1,1,4,2,3,3,Research & Development,Medical,Manager,Married
1,0,1,1,0,2596,28,0,2,1,2,2,2,1,1,3,2,Research & Development,Medical,Laboratory Technician,Divorced
1,1,5,2,0,4728,50,0,0,0,3,2,3,4,1,3,4,Sales,Other,Sales Executive,Single
0,0,4,2,2,4302,33,2,1,3,3,2,2,4,7,3,3,Sales,Life Sciences,Sales Executive,Married
0,0,6,1,0,2979,34,0,3,0,2,0,4,3,3,3,2,Research & Development,Life Sciences,Research Scientist,Married
0,0,27,4,4,16885,48,1,0,5,4,0,4,1,1,2,3,Research & Development,Medical,Manager,Single
0,0,15,2,10,5593,45,12,1,15,2,0,3,2,9,3,2,Sales,Life Sciences,Sales Executive,Married
0,0,18,3,6,10445,52,0,0,8,3,1,2,2,7,3,4,Research & Development,Life Sciences,Healthcare Representative,Single
0,1,9,3,7,8740,38,7,2,8,2,1,3,3,10,3,2,Sales,Marketing,Sales Executive,Divorced
0,0,11,1,5,2514,29,7,1,7,3,1,4,3,28,3,1,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,10,3,7,7655,28,7,3,9,3,1,2,4,3,2,3,Research & Development,Medical,Manufacturing Director,Divorced
0,0,23,4,9,17465,46,9,1,12,3,1,3,1,3,3,3,Sales,Marketing,Manager,Married
0,0,10,3,0,7351,38,0,0,1,3,1,2,4,2,3,2,Sales,Marketing,Sales Executive,Single
0,0,18,3,7,10820,43,1,1,8,3,2,1,3,27,3,1,Research & Development,Life Sciences,Manufacturing Director,Married
1,0,21,4,7,12169,39,5,3,18,3,2,4,1,2,3,4,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,21,5,7,19626,40,9,0,20,2,1,3,3,14,4,2,Research & Development,Medical,Research Director,Single
0,1,2,1,2,2070,21,2,0,2,2,1,2,4,1,4,6,Research & Development,Technical Degree,Research Scientist,Single
0,0,9,2,4,6782,39,3,0,5,3,0,2,3,9,2,2,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,18,2,9,7779,36,9,0,11,3,0,4,1,18,3,0,Research & Development,Life Sciences,Manufacturing Director,Single
0,0,3,1,2,2791,31,2,1,2,4,2,4,3,20,3,4,Sales,Life Sciences,Sales Representative,Married
0,0,6,1,3,3201,28,4,0,5,2,1,2,1,2,1,2,Research & Development,Life Sciences,Research Scientist,Married
0,0,5,2,2,4968,35,2,1,5,3,2,4,4,11,3,3,Sales,Marketing,Sales Executive,Divorced
0,0,22,4,8,13120,49,3,1,9,2,1,2,4,8,3,3,Sales,Technical Degree,Sales Executive,Married
0,0,5,2,2,4033,34,2,0,3,3,2,3,4,2,2,3,Research & Development,Life Sciences,Manufacturing Director,Single
0,0,8,1,5,3291,29,1,2,7,3,2,2,4,10,2,2,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,16,2,0,4272,42,0,0,1,1,1,4,2,29,3,3,Research & Development,Medical,Laboratory Technician,Single
0,1,10,2,7,5056,29,2,1,10,2,1,4,2,8,2,2,Research & Development,Medical,Manufacturing Director,Married
0,0,7,1,6,2844,38,0,1,7,4,1,3,3,1,4,2,Human Resources,Human Resources,Human Resources,Married
0,1,3,1,1,2703,28,2,1,3,2,2,3,3,6,3,2,Research & Development,Life Sciences,Research Scientist,Divorced
1,0,0,1,0,1904,18,0,0,0,3,0,3,3,8,3,0,Research & Development,Medical,Laboratory Technician,Single
1,1,6,2,2,8224,33,3,0,5,3,1,1,1,9,3,3,Sales,Marketing,Sales Executive,Single
0,1,6,1,0,4766,41,0,1,1,3,1,4,2,12,3,4,Research & Development,Life Sciences,Laboratory Technician,Married
1,0,2,1,2,2610,31,2,1,2,3,2,3,3,15,2,5,Research & Development,Medical,Laboratory Technician,Married
0,0,9,2,2,5731,37,3,2,6,2,1,4,3,25,3,2,Research & Development,Medical,Healthcare Representative,Divorced
0,0,4,1,2,2539,27,2,1,4,2,1,3,4,6,3,0,Research & Development,Life Sciences,Research Scientist,Married
0,0,6,2,5,5714,34,3,0,6,3,1,3,2,9,2,3,Sales,Life Sciences,Sales Executive,Married
0,0,6,1,4,4323,35,4,0,5,3,1,3,3,8,1,2,Human Resources,Technical Degree,Human Resources,Single
1,0,11,3,8,7336,29,10,1,11,2,1,1,4,23,1,3,Sales,Life Sciences,Sales Executive,Married
0,0,20,3,7,13499,40,13,0,18,3,2,3,2,9,2,3,Research & Development,Medical,Research Director,Single
1,1,22,4,9,13758,42,14,0,21,3,2,1,3,12,2,2,Sales,Life Sciences,Sales Executive,Single
0,0,9,2,4,5155,42,5,0,6,3,1,1,2,4,4,3,Sales,Marketing,Sales Executive,Single
0,0,10,1,0,2258,35,7,1,8,2,1,3,4,1,3,2,Research & Development,Medical,Laboratory Technician,Married
0,0,6,1,3,3597,24,2,0,4,3,1,2,4,24,3,2,Research & Development,Medical,Laboratory Technician,Single
1,1,1,1,1,2515,28,0,0,1,3,1,4,3,12,2,4,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,8,1,7,4420,26,7,1,8,4,1,4,1,3,3,2,Research & Development,Medical,Laboratory Technician,Married
0,0,10,2,3,6578,30,4,1,10,2,1,3,3,10,3,3,Sales,Marketing,Sales Executive,Married
0,1,16,2,1,4422,40,0,1,1,2,2,4,3,26,1,3,Research & Development,Medical,Research Scientist,Married
0,0,15,3,7,10274,35,4,1,7,2,1,2,3,2,4,2,Research & Development,Life Sciences,Manufacturing Director,Divorced
0,0,14,2,9,5343,34,9,0,13,2,2,1,4,1,3,3,Research & Development,Medical,Healthcare Representative,Single
0,0,2,1,2,2376,35,2,1,2,2,2,4,4,4,4,2,Research & Development,Other,Laboratory Technician,Married
1,0,7,2,3,5346,43,3,0,4,1,1,3,1,9,2,2,Sales,Marketing,Sales Executive,Single
0,0,1,1,0,2827,32,0,3,1,3,0,1,3,2,3,3,Sales,Life Sciences,Sales Representative,Divorced
0,0,28,5,2,19943,56,2,1,5,3,1,1,4,4,3,2,Research & Development,Technical Degree,Manager,Divorced
0,0,10,1,8,3131,29,8,1,10,3,1,4,2,6,3,5,Research & Development,Medical,Laboratory Technician,Married
0,0,1,1,1,2552,19,0,0,1,3,1,1,3,9,3,4,Research & Development,Life Sciences,Research Scientist,Single
0,1,7,1,2,4477,45,2,1,3,3,1,3,1,7,2,2,Research & Development,Medical,Research Scientist,Married
0,0,14,2,8,6474,37,11,1,14,2,1,4,4,1,2,2,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,2,1,2,3033,20,2,0,2,2,1,3,1,3,2,2,Research & Development,Life Sciences,Laboratory Technician,Single
1,1,6,1,4,2936,44,2,0,6,3,1,3,3,10,3,4,Research & Development,Life Sciences,Research Scientist,Single
0,0,26,5,7,18606,53,7,1,7,3,1,3,4,7,3,6,Research & Development,Medical,Manager,Divorced
0,1,6,1,4,2168,29,3,1,5,1,1,4,2,15,2,2,Research & Development,Life Sciences,Research Scientist,Married
1,1,1,1,0,2853,22,0,1,0,2,2,4,3,3,3,5,Research & Development,Life Sciences,Research Scientist,Married
0,0,28,4,15,17048,46,9,0,26,3,1,1,3,2,3,2,Sales,Marketing,Manager,Married
0,0,6,1,0,2290,44,0,0,0,1,0,3,4,17,3,3,Research & Development,Life Sciences,Research Scientist,Single
0,0,5,1,4,3600,33,4,1,5,3,1,3,2,2,3,2,Human Resources,Human Resources,Human Resources,Married
1,0,5,1,0,2107,41,0,1,1,2,0,1,1,5,1,2,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,8,2,3,4115,30,3,3,4,3,1,1,3,29,3,3,Sales,Life Sciences,Sales Executive,Divorced
0,0,5,2,0,4327,40,0,3,0,3,2,2,2,2,3,2,Sales,Medical,Sales Executive,Married
0,0,32,4,2,17856,50,2,1,2,3,2,1,4,2,3,3,Research & Development,Medical,Manager,Married
0,0,6,1,5,3196,28,3,3,6,2,1,1,4,19,3,2,Research & Development,Medical,Laboratory Technician,Married
0,0,25,5,2,19081,46,3,1,4,3,1,2,4,15,3,2,Research & Development,Life Sciences,Research Director,Married
0,1,15,2,7,8966,35,7,3,7,3,1,1,3,17,3,2,Sales,Life Sciences,Sales Executive,Married
1,0,1,1,0,2210,24,0,1,1,3,1,2,4,17,1,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,10,2,7,4539,33,1,1,10,3,2,3,2,25,2,3,Sales,Medical,Sales Executive,Married
0,0,7,1,7,2741,36,7,1,7,1,1,3,3,6,3,4,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,0,10,2,7,3491,30,9,3,10,3,1,3,3,7,2,4,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,0,20,2,11,4541,44,17,0,20,3,1,4,4,29,3,3,Research & Development,Other,Research Scientist,Single
0,0,2,1,1,2678,20,2,0,2,4,1,4,3,21,3,2,Sales,Marketing,Sales Representative,Single
0,0,12,2,3,7379,46,4,1,6,3,1,4,4,2,2,3,Research & Development,Technical Degree,Manufacturing Director,Divorced
0,0,10,2,3,6272,42,3,1,4,4,0,1,4,2,4,3,Human Resources,Medical,Human Resources,Married
0,1,12,2,7,5220,60,9,1,11,4,1,4,2,7,3,3,Sales,Marketing,Sales Executive,Divorced
0,0,2,1,2,2743,32,2,1,2,2,2,2,3,13,3,2,Research & Development,Other,Laboratory Technician,Married
0,1,10,2,7,4998,32,7,0,8,3,2,3,4,2,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,1,17,3,7,10252,36,7,1,7,1,1,1,3,1,3,2,Research & Development,Technical Degree,Manufacturing Director,Divorced
0,0,15,1,10,2781,33,10,1,14,3,1,4,1,9,3,5,Research & Development,Medical,Research Scientist,Married
0,0,7,2,1,6852,40,3,1,5,2,1,2,2,10,4,2,Sales,Technical Degree,Sales Executive,Divorced
0,0,5,2,3,4950,25,1,0,4,3,1,4,3,10,3,4,Sales,Life Sciences,Sales Executive,Single
0,1,12,1,9,3579,30,7,1,11,3,1,2,4,1,3,2,Research & Development,Medical,Research Scientist,Married
0,1,20,3,0,13191,42,0,0,1,3,2,1,1,26,3,6,Research & Development,Medical,Research Director,Married
0,1,16,3,2,10377,35,12,1,13,2,0,4,3,8,2,6,Sales,Marketing,Sales Executive,Married
0,1,9,1,7,2235,27,8,2,9,3,1,1,1,14,2,3,Research & Development,Life Sciences,Research Scientist,Married
0,0,33,3,4,10502,54,4,1,5,3,2,3,4,1,1,2,Research & Development,Life Sciences,Manufacturing Director,Divorced
0,0,10,1,5,2011,44,7,1,10,4,1,4,1,2,3,5,Research & Development,Life Sciences,Research Scientist,Married
1,1,1,1,1,1859,19,0,0,1,2,0,2,1,10,4,2,Research & Development,Medical,Research Scientist,Single
0,0,3,1,2,3760,29,2,3,3,3,1,4,1,1,3,5,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,36,4,9,17779,54,9,0,10,3,1,4,4,3,3,2,Research & Development,Life Sciences,Research Director,Married
0,1,6,2,5,6833,31,1,0,6,3,1,1,3,11,2,2,Research & Development,Medical,Healthcare Representative,Married
0,0,10,2,9,6812,31,8,0,10,2,1,1,3,24,3,2,Research & Development,Medical,Healthcare Representative,Single
0,0,13,2,1,5171,59,5,0,6,2,1,4,3,3,3,2,Sales,Life Sciences,Sales Executive,Single
0,0,25,5,7,19740,43,7,1,8,1,1,4,3,3,3,2,Research & Development,Life Sciences,Research Director,Married
0,0,23,5,0,18711,49,0,1,1,2,1,3,1,4,4,2,Research & Development,Medical,Manager,Married
0,0,12,1,10,3692,36,7,0,11,3,2,2,3,3,2,2,Research & Development,Technical Degree,Research Scientist,Married
0,0,7,1,0,2559,48,0,0,1,4,1,2,4,2,2,4,Research & Development,Technical Degree,Laboratory Technician,Single
0,0,5,1,3,2517,27,3,3,5,3,1,3,1,4,3,2,Research & Development,Life Sciences,Research Scientist,Divorced
0,1,6,2,0,6623,29,0,2,6,3,1,4,3,7,3,2,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,25,5,0,18265,48,0,0,1,2,1,4,4,1,4,3,Research & Development,Life Sciences,Research Director,Single
0,0,9,4,7,16124,29,7,2,7,2,1,4,4,1,2,2,Research & Development,Life Sciences,Research Director,Divorced
0,0,2,1,0,2585,34,0,0,1,4,1,3,3,20,2,5,Research & Development,Technical Degree,Research Scientist,Married
0,0,26,5,9,18213,44,10,1,22,3,1,2,2,5,3,5,Sales,Marketing,Manager,Married
0,1,10,3,8,8380,33,8,2,9,4,1,3,4,10,3,3,Sales,Marketing,Sales Executive,Divorced
0,1,1,1,0,2994,19,1,0,1,4,1,4,2,25,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,0,1,1,0,1223,23,1,1,1,3,1,3,4,1,3,2,Research & Development,Life Sciences,Research Scientist,Married
1,1,1,1,0,1118,25,0,0,1,1,2,4,3,24,3,4,Sales,Life Sciences,Sales Representative,Single
0,1,8,1,5,2875,26,2,0,8,3,1,4,3,4,2,2,Research & Development,Life Sciences,Research Scientist,Single
1,1,26,5,10,18824,45,11,0,24,1,1,2,1,2,3,2,Sales,Marketing,Manager,Single
0,1,34,4,9,13577,55,0,1,33,2,0,2,4,8,3,3,Research & Development,Medical,Healthcare Representative,Divorced
1,0,2,1,2,2625,21,2,0,2,2,2,3,1,10,1,2,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,26,5,4,18789,46,8,1,11,2,1,2,4,4,3,2,Sales,Marketing,Manager,Married
0,1,4,2,2,4538,34,2,0,3,3,1,1,3,2,3,3,Sales,Marketing,Sales Executive,Single
0,1,31,5,10,19847,51,10,1,29,3,2,2,4,9,2,5,Sales,Life Sciences,Manager,Divorced
0,0,25,3,7,10512,59,4,0,9,3,1,4,4,18,2,6,Research & Development,Medical,Manufacturing Director,Single
0,0,15,2,8,4444,34,10,2,11,3,2,2,3,19,4,2,Research & Development,Medical,Laboratory Technician,Divorced
0,1,5,1,2,2154,28,2,0,4,3,2,3,4,1,2,2,Research & Development,Medical,Laboratory Technician,Single
0,0,26,5,9,19190,44,13,2,25,4,1,1,3,4,2,4,Research & Development,Life Sciences,Manager,Divorced
0,0,14,2,9,4490,34,8,2,10,2,2,2,3,11,4,5,Human Resources,Life Sciences,Human Resources,Married
0,1,4,1,2,3506,35,2,0,3,3,1,3,3,6,3,3,Research & Development,Life Sciences,Research Scientist,Married
0,1,18,2,0,2372,42,0,0,1,4,1,2,2,7,3,2,Research & Development,Medical,Research Scientist,Married
0,0,23,3,7,10231,43,17,0,21,2,1,4,4,4,4,3,Sales,Marketing,Sales Executive,Single
0,1,18,2,14,5410,36,12,0,16,3,1,2,3,2,3,2,Research & Development,Life Sciences,Manufacturing Director,Single
1,0,10,3,7,7978,44,5,1,10,3,1,4,1,15,3,2,Research & Development,Medical,Healthcare Representative,Married
0,1,2,1,2,3867,28,2,1,2,2,2,4,4,2,3,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,8,1,0,2838,51,7,0,7,2,2,3,2,6,2,6,Research & Development,Medical,Laboratory Technician,Single
0,1,10,2,4,4695,30,7,0,8,3,0,3,3,9,3,3,Research & Development,Medical,Manufacturing Director,Single
1,1,10,1,7,3339,29,7,2,7,3,1,3,2,7,3,2,Research & Development,Technical Degree,Laboratory Technician,Divorced
0,0,5,1,2,2080,28,2,0,3,3,1,1,4,1,2,2,Research & Development,Technical Degree,Research Scientist,Single
0,0,2,1,2,2096,25,1,0,2,3,1,2,4,1,2,3,Research & Development,Medical,Research Scientist,Single
0,0,10,2,7,6209,32,8,2,10,4,1,4,3,8,4,4,Sales,Medical,Sales Executive,Married
0,0,22,5,0,18061,45,0,0,0,3,2,2,2,25,3,4,Research & Development,Medical,Manager,Single
0,1,21,4,9,17123,39,2,2,19,2,1,2,3,13,3,4,Research & Development,Medical,Manager,Divorced
0,0,2,1,2,2372,58,2,2,2,3,1,3,1,23,3,3,Research & Development,Life Sciences,Research Scientist,Divorced
1,0,10,2,4,4883,32,1,1,10,3,1,3,4,7,3,3,Research & Development,Life Sciences,Laboratory Technician,Married
1,0,6,1,2,3904,39,3,0,5,3,1,1,3,23,3,2,Research & Development,Medical,Research Scientist,Single
0,0,10,2,2,4627,30,7,1,9,2,1,4,1,6,3,6,Research & Development,Technical Degree,Laboratory Technician,Married
0,0,10,3,7,7094,36,7,0,7,3,1,3,4,10,3,0,Research & Development,Technical Degree,Healthcare Representative,Married
0,0,10,1,6,3423,46,7,0,7,3,1,1,4,1,4,3,Human Resources,Life Sciences,Human Resources,Single
0,0,10,2,8,6674,28,5,3,9,1,0,4,3,1,3,6,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,25,4,2,16880,50,2,0,3,3,1,1,4,28,3,2,Research & Development,Life Sciences,Research Director,Married
1,1,9,3,4,9094,40,0,0,5,2,1,2,4,25,3,2,Sales,Marketing,Sales Executive,Single
1,1,10,3,7,8446,52,7,0,8,3,1,2,2,5,2,2,Sales,Life Sciences,Sales Executive,Single
0,1,9,3,1,11916,30,8,2,9,3,1,1,2,17,3,2,Research & Development,Medical,Manager,Married
0,0,9,2,7,4534,39,7,0,8,3,1,3,1,18,3,6,Research & Development,Life Sciences,Manufacturing Director,Single
0,1,10,3,8,9852,31,6,1,10,3,0,3,4,2,2,5,Sales,Life Sciences,Sales Executive,Divorced
0,0,19,2,2,6151,41,9,0,19,1,0,2,3,10,3,4,Sales,Medical,Sales Executive,Single
1,1,3,1,2,2302,31,2,0,3,3,2,2,4,1,4,2,Sales,Life Sciences,Sales Representative,Single
1,0,10,1,2,2362,44,2,0,3,3,1,1,1,3,4,4,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,21,4,8,17861,42,10,0,20,3,0,3,3,2,2,3,Research & Development,Life Sciences,Manager,Married
0,0,23,5,9,19187,55,11,1,19,1,1,3,4,2,3,5,Research & Development,Medical,Manager,Married
0,0,36,5,3,19717,56,7,0,7,3,1,2,4,8,3,4,Human Resources,Life Sciences,Manager,Single
0,0,6,1,2,3544,40,0,1,4,3,0,3,3,16,3,0,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,10,3,7,8500,34,6,1,9,3,1,4,4,9,2,0,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,9,2,8,4661,40,8,0,9,3,1,4,3,2,3,4,Research & Development,Life Sciences,Research Scientist,Single
0,0,10,2,3,4103,41,7,1,9,3,2,1,3,1,3,2,Sales,Marketing,Sales Executive,Divorced
0,1,9,2,6,4249,35,1,0,9,3,2,3,3,4,3,3,Research & Development,Life Sciences,Research Scientist,Single
0,1,33,4,9,14026,51,10,1,33,3,1,2,3,5,3,2,Human Resources,Life Sciences,Manager,Divorced
0,0,11,2,7,6893,38,7,1,7,3,1,1,2,2,3,3,Sales,Life Sciences,Sales Executive,Divorced
0,0,10,2,8,6125,34,6,0,10,3,1,1,3,15,4,6,Sales,Medical,Sales Executive,Single
0,0,7,1,2,3669,25,2,3,3,3,1,4,4,19,2,6,Research & Development,Medical,Laboratory Technician,Married
1,1,31,3,9,10008,58,9,0,10,2,1,1,3,7,2,0,Research & Development,Medical,Manufacturing Director,Married
0,0,7,1,2,2387,40,3,1,4,3,1,2,2,1,3,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,17,2,7,4639,36,13,1,15,4,2,1,1,7,2,2,Sales,Marketing,Sales Executive,Married
